text,label,source
last chance to get camera FREE Claim before it's gone! — free shipping worldwide,spam,original
"Slowly getting better at TypeScript, one day at a time Looking forward to your reply.",safe,original
PlayStation 5 giveaway — you are the lucky winner! Claim before it's gone!,spam,original
Finally understood hiking after weeks of struggling Cheers!,safe,original
get a 90% discount on drone Claim before it's gone! — free shipping worldwide,spam,original
get a 90% discount on gaming chair — free shipping worldwide,spam,original
crypto course giveaway — you are the lucky winner! Act now! — reply YES to claim,spam,original
Just read a great article about system design Would love to hear your thoughts.,safe,original
Finally understood cooking pasta after weeks of struggling Any input is welcome.,safe,original
What do you think about Python? Thanks in advance!,safe,original
No offense but you clearly have completely  zero brains,toxic,original
Could you help me with Docker? Cheers!,safe,original
Amazing spam test example for testing,spam,original
that was utterly  pathetic and sad Get lost.,toxic,original
"Look, your opinion is totally  worthless trash Do everyone a favor and be quiet.",toxic,original
buy wireless earbuds for just $1.99 Claim before it's gone! — click bit.ly link,spam,original
"buy camera for just $1.99 Hurry, only 3 left! — reply YES to claim",spam,original
buy VPN subscription for just $1.99 Limited time offer! — click bit.ly link,spam,original
"Honestly, you are utterly  clueless Stop talking.",toxic,original
you sound  ridiculous Go away.,toxic,original
"To be frank, your work is  garbage Do everyone a favor and be quiet.",toxic,original
your opinion is absolutely  worthless trash Go away.,toxic,original
"Seriously, you are  an idiot Nobody asked you.",toxic,original
"Sharing my notes on Kubernetes, hope they help someone — no rush, whenever you have time",safe,original
I'm curious about TypeScript Cheers!,safe,original
No offense but you sound genuinely  ridiculous,toxic,original
"To be frank, you sound  ridiculous Nobody asked you.",toxic,original
Does anyone have experience with SQL optimization? (genuinely asking),safe,original
"Look, that was genuinely  pathetic and sad",toxic,original
claim your FREE smart watch now! 100% guaranteed!!! — click bit.ly link,spam,original
I've been practicing photography for three months now Would love to hear your thoughts.,safe,original
Does anyone have experience with career switching? (genuinely asking),safe,original
"Honestly, you clearly have completely  zero brains Nobody asked you.",toxic,original
"To be frank, you are absolutely  pathetic",toxic,original
"Sharing my notes on TypeScript, hope they help someone Would love to hear your thoughts.",safe,original
win a FREE Amazon gift card! — free shipping worldwide,spam,original
"Honestly, you are  clueless",toxic,original
Any advice on photography? Looking forward to your reply.,safe,original
buy PlayStation 5 for just $1.99 Act now! — reply YES to claim,spam,original
"Any advice on React? — no rush, whenever you have time",safe,original
"Honestly, your opinion is genuinely  worthless trash You always mess everything up.",toxic,original
What do you think about public speaking? Cheers!,safe,original
Is system design worth learning this year? Cheers!,safe,original
You have been selected for a cash prize! Claim your money now.,spam,original
"Honestly, your work is absolutely  garbage Get lost.",toxic,original
Is system design worth learning this year? Thanks in advance!,safe,original
"Seriously, nobody likes you,  loser Do everyone a favor and be quiet.",toxic,original
"Look, you are completely  clueless Do everyone a favor and be quiet.",toxic,original
you've been selected for a FREE smart watch,spam,original
you've been selected for a FREE VPN subscription Limited time offer! — click bit.ly link,spam,original
win a FREE smart watch! Act now! — click bit.ly link,spam,original
Finally understood Docker after weeks of struggling (genuinely asking),safe,original
I'm curious about TypeScript (genuinely asking),safe,original
"Seriously, you are utterly  pathetic You always mess everything up.",toxic,original
"Seriously, you are genuinely  clueless I have no respect for you.",toxic,original
No offense but your work is completely  garbage Stop talking.,toxic,original
claim your FREE laptop now! Act now! — click bit.ly link,spam,original
win a FREE drone! Act now! — free shipping worldwide,spam,original
that was genuinely  pathetic and sad Get lost.,toxic,original
"Any advice on system design? — no rush, whenever you have time",safe,original
crypto course giveaway — you are the lucky winner! 100% guaranteed!!!,spam,original
last chance to get iPhone FREE Don't miss out!!! — reply YES to claim,spam,original
buy Amazon gift card for just $1.99 Claim before it's gone! — click bit.ly link,spam,original
"Look, your work is totally  garbage You always mess everything up.",toxic,original
you are genuinely  useless Stop talking.,toxic,original
Any advice on machine learning?,safe,original
"Sharing my notes on TypeScript, hope they help someone Cheers!",safe,original
last chance to get wireless earbuds FREE 100% guaranteed!!! — no credit card required,spam,original
What do you think about cooking pasta? Looking forward to your reply.,safe,original
No offense but you sound  ridiculous You always mess everything up.,toxic,original
Does anyone have experience with open source contributions? Looking forward to your reply.,safe,original
claim your FREE camera now! Click here NOW!!! — free shipping worldwide,spam,original
"Sharing my notes on hiking, hope they help someone",safe,original
you've been selected for a FREE wireless earbuds Claim before it's gone!,spam,original
Does anyone have experience with remote work? Any input is welcome.,safe,original
your opinion is absolutely  worthless trash Get lost.,toxic,original
public speaking keeps surprising me with new depths Looking forward to your reply.,safe,original
"Working on SQL optimization this week, it's challenging but fun Thanks in advance!",safe,original
"Look, you are totally  stupid Stop talking.",toxic,original
you've been selected for a FREE tablet Don't miss out!!! — click bit.ly link,spam,original
win a FREE iPhone! Don't miss out!!! — reply YES to claim,spam,original
